id,start,first_token,end,status
ef42b7a1-d9bd-40c8-8089-d928f5186a99,47604.906,47605.328,47609.562,200
690ad92c-e81f-4316-9963-8d1ca0b25f27,47609.562,47609.921,47619.218,200
1aed8bfa-0291-41a1-b7e2-97e23fcca358,47619.218,47619.515,47628.875,200
fbce3e85-ca8d-4595-b44d-2734d40a2073,47628.875,47629.25,47632.796,200
ed236c48-35ed-43af-afd6-4b782cd24485,47632.812,47633.14,47642.187,200
dad1582e-0e15-4d82-81d3-ab483b0be2c7,47642.187,47642.546,47651.75,200
e1a5fe85-e9c2-4a17-b906-d3721d9c8248,47651.75,47652.093,47661.5,200
976f0461-1482-405f-b5c6-6d02b2b22126,47576.125,47576.562,47585.031,200
34fdfdd5-5f8f-4ab3-a4e9-9cb026bf3ade,47585.031,47585.406,47594.171,200
4de6f8a4-e1dc-4c6a-91c5-ce88a7ee314a,47594.187,47594.546,47603.718,200
2e8072c2-1e50-4ced-a205-5a5eda369b2f,47603.718,47604.078,47612.937,200
3b84beec-8fed-4ea9-b38d-fbe8f5e45193,47612.937,47613.281,47622.515,200
598947b3-74c9-41be-8151-d8c59f6a9cc5,47622.531,47622.875,47630.265,200
26424ead-baa2-4356-a927-627406ae61f8,47630.281,47630.64,47639.687,200
2bcf299b-ef10-4e09-a30f-ab1442aaea80,47639.703,47640.0,47649.343,200
692bad6a-a3d2-41ad-9664-17569958c888,47649.343,47649.703,47659.125,200
8523dcd8-3a0a-478b-9d62-648ac85cdafe,47659.125,47659.5,47662.093,200
9dd50918-1f15-4e01-84aa-1d3a19a862f3,47576.125,47576.562,47585.531,200
71d23e01-aab4-457e-8077-5afb462f25eb,47585.546,47585.875,47595.156,200
e8c70a7d-cc17-458e-8741-ac0108894ffc,47595.187,47595.515,47604.859,200
b2ffb060-c592-4b69-9905-371eb386cc22,47604.89,47605.328,47614.421,200
6e24def0-9aae-46fb-a99e-b784c0ad77c1,47614.437,47614.875,47621.937,200
7ee4d6c7-8931-453a-b320-dd598edd29a0,47621.937,47622.281,47631.406,200
0d12da72-1cbd-4b1f-bb7e-836a02235ad3,47631.406,47631.718,47640.796,200
0a380f38-0090-4143-9da1-03681004a1b3,47640.796,47641.125,47650.39,200
8fe9debb-d1c6-42da-b79d-34d62b5cc283,47650.39,47650.703,47660.125,200
0bb5c043-9ec7-493a-ba23-088859cc89b0,47660.125,47660.421,47663.89,200
f7b71345-6aa0-4902-b451-d6ddc19bdaf4,47576.125,47576.562,47585.515,200
659b397f-b17b-4bda-bcf2-de7b0be2eef9,47585.531,47585.875,47593.984,200
72f65031-eb70-431a-bcea-fe14c853d614,47594.0,47594.359,47603.531,200
a68dd24c-dc67-48fb-9d25-828dee5f6607,47603.531,47603.906,47612.765,200
7ee4fb74-216f-48af-8e21-807e47d48e9c,47612.765,47613.109,47622.375,200
eaecb713-5bec-4ef4-8104-06f5c46fc0a3,47622.375,47622.718,47625.281,200
07921558-790a-49af-894b-de18d21296e8,47625.281,47625.625,47634.89,200
3157ce29-11bb-4c9a-a354-e6f8760b33bf,47634.89,47635.234,47644.64,200
82ac9242-d636-4fa7-9bd9-1bd0615367e5,47644.64,47644.953,47654.187,200
ae06f318-f9e9-49b3-a0c1-42d477969f9c,47654.187,47654.5,47663.953,200
dff7cd9c-6611-4884-9623-d3e7ca1fa97a,47576.125,47576.562,47585.515,200
55067ef4-dc83-47d0-af1c-eef43f797210,47585.531,47585.875,47590.531,200
666bf0aa-134b-4b4f-93f9-073f4f6e9667,47590.546,47590.875,47600.187,200
e728821b-5991-4230-b2ba-531c5ab94817,47600.187,47600.515,47609.625,200
e4ca3768-fd5e-44ab-bf8f-c33c6ec44fb4,47609.625,47609.984,47619.296,200
acd81c30-509d-43c4-b3b0-7a02b825172a,47619.296,47619.671,47629.031,200
e3af9bc4-b12c-4cd6-9b77-fe15610b3e3b,47629.031,47629.39,47638.093,200
713d6e7e-444e-4b5a-8606-ec483b2f1102,47638.093,47638.453,47647.828,200
8c47f812-b8ea-4dc0-9f55-fdb40d9c4036,47647.828,47648.187,47656.171,200
3f8fc255-aaa4-4da1-a111-472dfd636779,47656.171,47656.531,47664.312,200
8fcaee74-91f1-4fbb-8a6b-e350ef61cb12,47576.125,47576.562,47578.078,200
d204b09e-ed67-4023-a981-a3df745f9f4c,47578.078,47578.375,47587.14,200
11f9f80a-4ec6-47d7-b27f-f295d026c572,47587.156,47587.437,47596.89,200
a54ce6d5-fccd-4699-9c31-c3d091ffffbb,47596.89,47597.203,47606.437,200
a113b642-40f8-48db-8545-52c20df25c60,47606.5,47606.843,47616.046,200
04f54324-9c1e-4100-b85e-e1f8a2505513,47616.046,47616.343,47625.875,200
e091b4f6-3052-4786-8530-feb60a4d3e57,47625.875,47626.203,47635.437,200
2c8462cb-feeb-4061-bf33-65950f5ef1d7,47635.468,47635.796,47645.203,200
b5de97fb-0d22-4c21-bc8f-7c548624c145,47645.203,47645.531,47654.765,200
fb545a7b-b85d-41d0-8481-3a69420f3b6f,47654.781,47655.093,47664.5,200
7aac815c-5ab9-4c25-860e-78df29bec6ac,47576.125,47576.562,47585.515,200
b72a9fe4-2520-4f49-9211-808720d138f1,47585.546,47585.875,47595.156,200
3a44f26d-aa69-463e-91b5-901bb57bd76d,47595.187,47595.515,47604.859,200
458a0e08-df88-428f-acf8-2efb7ecb2954,47604.89,47605.328,47609.406,200
5b8cc9ca-3983-4b27-a666-86c3a060b861,47609.406,47609.781,47619.046,200
83d1158a-ff43-4a15-948f-bef0e035301b,47619.046,47619.375,47628.734,200
c283615b-fde7-4d44-9215-824209a3ac8d,47628.734,47629.109,47638.171,200
8e7f53aa-e045-466c-82d8-37cc5892c45c,47638.171,47638.531,47645.39,200
cb7577d9-36cb-46b2-b602-9a79cddfda59,47645.421,47645.718,47654.953,200
8dee9673-4614-475a-b8b6-8f95ba4ea708,47654.953,47655.296,47664.687,200
dc35caa0-56f3-4673-82ad-0af06af49c6f,47576.125,47576.562,47582.781,200
5d75286e-dc43-431a-a7b5-170a108f5864,47582.796,47583.156,47587.625,200
464ccdbd-f35e-43d7-b948-8b7a8d1b5414,47587.64,47587.937,47597.39,200
fe00c9e6-f387-4f57-ac50-9d7e9833434b,47597.39,47597.703,47606.906,200
fb29d2ba-d3c8-4b97-8918-44e05848d030,47606.921,47607.234,47616.406,200
a0efc92f-be6a-4a1d-ba71-38814ef13651,47616.406,47616.75,47626.265,200
b4c530df-e4fa-4db7-933a-5113bbfbe2d8,47626.265,47626.578,47635.796,200
db24af83-f571-4978-aef1-dce5d9b29100,47635.796,47636.109,47645.531,200
b25d6ca2-566f-4190-be8a-507a1a1dc0db,47645.546,47645.843,47655.093,200
f4429598-6660-4c49-99a8-751baf9e29b5,47655.093,47655.421,47664.812,200
0896ab77-6f1e-4a25-831d-e25f9d01b806,47576.125,47576.562,47585.531,200
e7808bc5-64de-43e1-a6e5-d94aa9c2a739,47585.546,47585.875,47595.156,200
9980c816-0c8e-43a5-845d-9d56c01e8977,47595.187,47595.515,47604.875,200
ae12cd72-40ef-46c7-b98f-d2f28d885828,47604.906,47605.328,47614.421,200
080812e0-97be-4ed8-8755-63f04e22e25c,47614.437,47614.875,47624.359,200
4e38a170-6c2d-468b-a299-f0daa6c5a2ef,47624.375,47624.859,47634.125,200
0f506056-c5bf-40e2-a3f0-bcf9fd17ddf5,47634.14,47634.5,47635.796,200
e2cd43c0-0cb3-4eae-9791-ee1ad61806a2,47635.796,47636.109,47645.531,200
c1517e91-719b-4617-b5c4-a653b0214e3a,47645.546,47645.843,47655.093,200
1d878ac6-0c5f-4d81-beb8-dedf5d77495c,47655.093,47655.421,47664.812,200
69bc0833-acc7-49bb-97d0-eeaa07a9db03,47576.109,47576.562,47585.515,200
4b1d2e19-e38e-48b8-9971-8f3d6542f7a9,47585.546,47585.875,47587.812,200
3d9af5b4-97cd-4d55-a545-ff0c6d20af39,47587.812,47588.109,47597.578,200
017cb38f-a5c3-4842-baf3-b112a7687fdc,47597.578,47597.875,47607.109,200
17a13f9e-aa84-4616-bd77-52009140c847,47607.109,47607.437,47616.609,200
3a8ff0fc-a903-47a4-a753-e01041b8740f,47616.609,47616.953,47626.453,200
5f13f1bc-f276-4099-94f2-03fe3dfc50a6,47626.453,47626.781,47635.968,200
7f110b58-afe0-4fee-9b73-5b1050a76960,47635.984,47636.296,47645.718,200
fbee1a94-d9d6-41c4-9cce-a1972a083ce5,47645.718,47646.031,47655.296,200
31bb3e47-4d89-4594-953d-7e84e63c7b1d,47655.296,47655.609,47665.0,200
7ee6a0a4-576b-4821-9286-6d0189862418,47576.125,47576.562,47585.531,200
156f8fe3-5801-4f77-83b9-5cca89307d16,47585.546,47585.875,47595.156,200
15c9c211-87c2-4f77-afca-053d2211cc7f,47595.187,47595.515,47604.859,200
9e09c9dd-e51b-4d0f-b3a2-2e45f2e74ba2,47604.906,47605.328,47608.796,200
f9b92e64-769d-46d9-b1ac-18287584170f,47608.796,47609.171,47618.406,200
16add34b-deb6-463e-ae31-1c2a0b8dfa51,47618.406,47618.796,47628.218,200
6d7e5214-d466-4ec6-8b34-7b433897e901,47628.218,47628.578,47636.171,200
54e58056-fd1c-4517-a2ce-4afeae12ca97,47636.187,47636.484,47645.89,200
b616a6f0-956b-4c4c-b6e8-5898c855e012,47645.906,47646.218,47655.484,200
8f8dbf89-e97d-45b7-98a0-5ecd5afaa68b,47655.484,47655.828,47665.171,200
64309fd2-07a8-4d5e-a9d2-a47a9751504d,47576.109,47576.562,47578.671,200
d3c51047-1fcd-45df-ae17-dd5f91b33550,47578.687,47579.0,47587.984,200
8dc08b04-5ec1-4205-bff8-8f187ac8575b,47587.984,47588.312,47597.765,200
082a3bed-b5f0-4af4-947f-475a957959e0,47597.765,47598.078,47607.296,200
cb9fa515-35dd-404f-a1ed-15ed6b0a1259,47607.312,47607.609,47616.828,200
00bccf61-e0c7-4387-8e96-9a668411d5f7,47616.828,47617.156,47626.656,200
b34ce5cd-2c63-4f26-b676-b36017c9753c,47626.656,47626.984,47636.171,200
742b337a-5bfc-422e-a649-d76b59b681d7,47636.187,47636.484,47645.906,200
d2e562de-fdf3-4de3-b9b0-40494ecfb2fb,47645.906,47646.218,47655.484,200
3b709863-0a3f-4c71-845f-fafcd3ee5632,47655.484,47655.828,47665.171,200
564731b9-04cb-45eb-ac71-8620a2824c45,47576.109,47576.562,47584.265,200
c4322bfb-9052-4bc1-97ed-1d98111c391d,47584.265,47584.625,47589.671,200
5b5d3b8b-8da2-4dc3-8a46-5a42679bb620,47589.671,47589.984,47599.343,200
52d3575f-16a1-4b2c-ab10-c3b5bceeb453,47599.343,47599.656,47608.796,200
716a4abc-55b4-4b02-9e3f-c7437b7a8360,47608.796,47609.156,47618.406,200
a7a39a51-8a74-4955-8760-150957599211,47618.406,47618.796,47628.218,200
fcd07ebb-302c-4d8a-b5d7-fdd35c59be7d,47628.218,47628.578,47637.656,200
66d85a5c-9668-46df-850f-0b43c2764a7c,47637.656,47638.015,47647.39,200
d88361cc-e0a9-4a4c-8fdf-5d9925cbbce7,47647.39,47647.75,47657.062,200
8f51a7aa-784b-4d08-be43-7a67da8df05e,47657.062,47657.437,47666.5,200
71fc3d15-4c92-4902-a3ea-d51676225cfa,47576.125,47576.562,47585.515,200
ca221a4a-1672-4b84-86c6-639293987606,47585.546,47585.875,47595.156,200
46e0616a-a6d6-429f-9a8f-9e06e558aa5e,47595.187,47595.515,47604.859,200
7e9ffde7-c83c-4bcd-b82c-c7a2be0a3d0d,47604.89,47605.312,47614.421,200
a9c5196a-2e8c-48af-a6f9-d231f99e4652,47614.437,47614.875,47624.343,200
01fd49dd-8b2a-405e-a98b-ec5dfd304f85,47624.375,47624.859,47634.125,200
fc7940a8-09a9-4c82-84ab-0421d2b1bc07,47634.14,47634.5,47637.875,200
cf67f968-a2bf-4a5f-8a32-69fc47777843,47637.875,47638.234,47647.593,200
e1a366af-6c4e-4721-8423-63f3297dbcca,47647.593,47647.968,47657.281,200
654270b8-4b8d-49e2-a187-c437afc2997b,47657.281,47657.578,47666.64,200
0031cd93-c438-4cf6-a283-64ed0c4e1ff1,47576.109,47576.375,47585.406,200
c941bb8f-cb86-40eb-8a5f-493577e45a87,47585.421,47585.671,47594.734,200
16f4b1a1-f91d-4280-af78-31cb47c452e8,47594.75,47595.156,47604.265,200
8464ce35-f7b7-4b1c-a982-c447311e7afa,47604.281,47604.671,47613.437,200
4657935d-64a3-4f12-bc30-d97c15a7c73c,47613.437,47613.781,47623.031,200
1f2fec91-07f5-4cbf-8bd1-2713989aba4d,47623.062,47623.39,47628.734,200
34e41b9c-2945-41a0-9f4e-03f469f98fd7,47628.734,47629.109,47638.171,200
18d101f7-1df4-44e6-8a3a-ffe868b76c38,47638.171,47638.531,47647.906,200
ff7cbd1b-dda2-49cc-8514-ba00b54fedd6,47647.906,47648.265,47657.593,200
bd4a0f26-5bec-4216-9054-cac68ebd56e2,47657.593,47657.89,47666.89,200
c4852322-56b4-4f0a-b19b-c40074386fce,47576.125,47576.562,47585.531,200
4097e6f3-7423-4c9a-b348-341cedf1eaa1,47585.546,47585.875,47595.171,200
ded6e658-3203-4e30-be06-924989b939df,47595.187,47595.515,47604.859,200
14efe94f-7a36-4378-984f-59f4096b4287,47604.906,47605.312,47614.437,200
0366eac4-cb80-42c4-b636-6be945b357c5,47614.437,47614.875,47624.359,200
ca12669e-ffac-44f6-ac58-7ef8c0e961fb,47624.375,47624.656,47634.031,200
9724a639-a9e4-476e-a4cf-929017e591ce,47634.046,47634.343,47643.578,200
48078c66-582c-48a2-9a72-bc611b1ef71d,47643.593,47643.89,47648.109,200
3427c0f5-9dd6-4b85-9eb6-f401592389b9,47648.109,47648.468,47657.812,200
682a5aa4-f05c-401d-a422-e498169b342f,47657.812,47658.14,47667.078,200
d9e6f9a2-432d-403c-b3c1-8ffc448e5785,47576.125,47576.562,47585.515,200
5466887a-77d9-4966-9281-764b4b303ec0,47585.546,47585.875,47595.156,200
7ce394d2-24bf-4f25-99ca-3ee386573f5a,47595.187,47595.515,47604.859,200
605edfcc-a107-43f5-80b2-fbcb5e67fc11,47604.89,47605.328,47609.625,200
dde95157-9122-43b5-99bd-0cd2b8d6d0c1,47609.625,47609.984,47619.296,200
39a793db-4e61-460b-9292-5689618393a1,47619.296,47619.671,47629.031,200
2a3f336e-e61c-4038-9f71-cc3ffd01d951,47629.031,47629.39,47638.453,200
927730ff-8099-439e-82e7-e774f75a125b,47638.453,47638.828,47648.171,200
8dbe4898-f779-40b3-95eb-e2a5a298fe7d,47648.187,47648.546,47657.89,200
54ac7ada-71d3-4261-ad29-2999e72c8c2c,47657.89,47658.218,47667.125,200
160e8538-8525-44aa-bc71-7deede38f2cd,47576.125,47576.562,47585.515,200
9569035d-7941-4a30-a844-08c423c14193,47585.546,47585.875,47591.953,200
fa9e9453-e389-4818-9698-2fe4e1d9c513,47591.968,47592.312,47601.578,200
2da29884-296d-4888-88de-9b24c4e70e33,47601.578,47601.906,47610.937,200
cc244199-2216-45a0-8652-243a10589fb1,47610.953,47611.25,47619.593,200
0db0e658-4485-49cd-a7ce-350693267ade,47619.609,47619.968,47629.312,200
bc75a630-2d62-46ac-88d1-678a19757a56,47629.312,47629.671,47638.75,200
5cec4c8f-db8e-4da0-be77-3018bd03c2b9,47638.75,47639.109,47648.468,200
56ae47b6-6bf5-4e77-af6f-6e0ae01eca53,47648.468,47648.828,47658.218,200
05926487-a788-4c6d-8cfa-dc921006cd3a,47658.218,47658.593,47667.437,200
2a9cdb3a-6601-40dd-b6d2-ffc3703081c5,47576.125,47576.562,47585.531,200
c343a4aa-7a30-44be-9d73-fa1fcdc2b7f9,47585.546,47585.875,47595.156,200
625e2267-0fc7-4a7d-83b2-af9bfde18dc4,47595.187,47595.515,47604.859,200
bf1c974c-9605-4550-8462-8cdc23067095,47604.89,47605.328,47614.421,200
2fe9664f-f51e-4616-9d8a-c36a2599d30e,47614.437,47614.875,47624.359,200
fc2936d5-4579-4fe5-b1e8-5c3f371b2f0e,47624.375,47624.859,47634.125,200
13666cc2-c408-43cd-9bf7-0b750cbb9c95,47634.14,47634.5,47643.75,200
e33e2924-77bd-433d-b4c1-b198be9e8363,47643.765,47644.218,47648.687,200
b72a38cd-6a04-496e-af77-c8d239d6c9b7,47648.703,47649.031,47658.437,200
4a687cb3-246d-4c7b-9cb0-8156ae5c7dc0,47658.437,47658.812,47667.609,200
e8de1d80-40f6-4451-b5c1-2e0ce819488a,47576.125,47576.562,47585.531,200
76cde016-df94-4418-8deb-88b9a971c3ce,47585.546,47585.875,47595.171,200
03400b92-8821-4fd5-b21f-06a36946c526,47595.187,47595.515,47604.859,200
db579b19-ce09-4912-9b44-28c29fbd6873,47604.906,47605.328,47614.437,200
73e5af69-d48e-4327-8e25-75176afa4ccf,47614.437,47614.875,47624.359,200
66d4d0ce-af98-4aa1-b9a3-18d577c28707,47624.375,47624.859,47634.109,200
78eef6ee-9ae2-49c0-a7e9-c81e6fc016ad,47634.14,47634.5,47643.75,200
b48f147a-a5e1-4211-9e28-72d4fab9b559,47643.765,47644.218,47653.437,200
652405f9-c866-4b2d-82d4-5df2e5e742fe,47653.453,47653.828,47658.671,200
dfaba798-7066-4681-a6c6-17e1de48db06,47658.671,47659.046,47667.796,200
d30939e4-fb7a-4a16-bb2d-c0837e55f7a2,47576.125,47576.562,47585.531,200
1521865a-ca59-435b-9a89-8e82f1bc891d,47585.546,47585.875,47595.156,200
81e833d8-396e-4362-b27a-d7900e8c487d,47595.187,47595.515,47604.859,200
2ae64965-9838-448c-9778-31a7b75a8676,47604.906,47605.328,47614.421,200
875141ce-1dcb-4959-a5e4-aec8ef75acfc,47614.437,47614.875,47624.359,200
34697a75-02c9-4084-9393-4fc5049c6aff,47624.375,47624.656,47629.75,200
74137d7f-5e2c-4ea5-be8c-1cc0cd048669,47629.75,47630.109,47639.187,200
8707a2a6-1fa9-4aac-9bb0-6c5784ffcce8,47639.187,47639.546,47648.89,200
dbf42e8d-94ae-439b-8957-b4c032ad206a,47648.906,47649.265,47658.671,200
5c7eef08-ed84-4db5-a3df-138ff9b4e57c,47658.671,47659.046,47667.796,200
37d09e59-7b43-4076-8502-9e0ef9bbe4d8,47576.125,47576.562,47585.531,200
61bf8985-a1ea-452b-b6a6-70f117b4d377,47585.546,47585.875,47595.156,200
79874a91-c371-4735-bd90-7b8e28809b35,47595.187,47595.515,47604.859,200
3c54d721-7625-44f1-9021-d85ab94c0d6a,47604.906,47605.328,47610.625,200
5f65ccb3-aa08-4d4b-bd53-025f7198893b,47610.625,47610.937,47620.218,200
4abb82c1-caa4-4ae4-b552-ee8d94f4c0c0,47620.218,47620.531,47629.828,200
d3fab7be-e310-4bf8-8872-e61923a5f059,47629.828,47630.187,47639.25,200
5095f733-c84c-4e0d-ac05-f34949801753,47639.25,47639.625,47648.984,200
728e0fab-6402-4ae2-b275-88af1ad0ca8c,47648.984,47649.343,47658.75,200
eeb9721e-38ee-46ed-a6fc-2223a3c6d01e,47658.75,47659.109,47667.843,200
cbbbca90-a5aa-414a-8357-0c689a2facd5,47576.125,47576.562,47585.515,200
eead7fda-926d-4e22-9cc0-fb8512f23bc0,47585.546,47585.875,47595.156,200
cc720283-419b-4ab5-92ed-0b79b49a44bf,47595.187,47595.515,47604.859,200
e0b93431-3bcd-4a4f-b42e-ccf616e2e66f,47604.89,47605.328,47614.421,200
a00ced32-1cfe-4f65-9393-52e862b2fae1,47614.437,47614.875,47624.359,200
c4f1d264-c130-4954-aa27-056e09a90477,47624.375,47624.859,47634.14,200
f35cb0ff-ab1f-4e22-b967-11ca07982bb6,47634.14,47634.5,47643.765,200
63b5bcc8-b620-48fc-9887-02149a5fc19b,47643.765,47644.218,47653.437,200
742d3525-f040-4cb7-b056-88a0610de48a,47653.453,47653.828,47659.953,200
c85f7af2-4f80-4854-8636-d6eeb07e70aa,47659.968,47660.265,47668.0,200
aa8bf7d4-6d97-4e97-8f41-3a9a19e7efcd,47576.109,47576.453,47585.515,200
6282f589-617d-4268-9867-04910efb4c30,47585.546,47585.875,47595.171,200
ac28fbdc-e3c2-4ec5-b19e-67a29db5e19e,47595.187,47595.515,47604.859,200
ffac07ae-bb2c-4759-9f9b-bc920978fc20,47604.89,47605.328,47614.437,200
a4034175-e325-45ec-bac0-0e85241563e4,47614.437,47614.875,47624.375,200
b6c640f8-c1a2-46df-8870-e9cb9952af73,47624.375,47624.859,47634.125,200
c53f7be3-d5ba-41f9-a0d2-3e280dda682f,47634.14,47634.5,47643.765,200
5081d8a6-c5f4-4701-b3c2-edf932a37da3,47643.765,47644.218,47653.437,200
200f1a09-c87f-40be-a873-a9e5f3856191,47653.453,47653.812,47663.312,200
d6055dc7-da98-4410-b9bb-31ccf51e239e,47663.312,47663.671,47669.578,200
7bc1e4ac-f960-442f-b5bf-fbc18180bed9,47576.125,47576.562,47585.515,200
ab7f784e-37a1-4af5-87b5-eb7da112df57,47585.546,47585.875,47595.156,200
c10800aa-39ac-4eca-98f0-6deef796d6af,47595.187,47595.515,47604.875,200
8927ac11-7e12-408a-b82f-d6c9840a6f1d,47604.906,47605.328,47614.421,200
3161f9d5-9e94-4350-aac1-c8d9b1f3252b,47614.437,47614.875,47624.375,200
f3838893-59d5-4fe0-adb8-86cb2690614a,47624.375,47624.859,47634.109,200
51fdc4f3-88fc-430b-81ac-6a1b425b6885,47634.14,47634.5,47643.765,200
0b9a3cf0-0df3-4ae3-85a1-4a90a0a7cf41,47643.765,47644.218,47652.265,200
f339ee36-e38a-48eb-9354-eead68de5a9b,47652.265,47652.593,47662.015,200
230f6027-9232-46cf-9f08-ef0af07c75a9,47662.015,47662.328,47670.109,200
37016748-cb28-4200-aab4-e7f443eaed98,47576.109,47576.453,47585.515,200
a663da83-10bf-4b34-92a8-360b24015274,47585.546,47585.875,47595.156,200
ddd31802-57d3-4c90-8daf-a4bceaf9661c,47595.187,47595.515,47604.89,200
1127b5ce-8e08-4e9c-9fc6-84dad9e8ae86,47604.89,47605.328,47614.421,200
d6aeb1b1-9f2f-4ffd-bfe9-f6eaddc7c5cb,47614.437,47614.875,47624.0,200
2e128021-bd38-4a9d-869e-e62e6f998eb6,47624.0,47624.359,47633.406,200
14fac132-0772-4715-b5b3-614c876f24cc,47633.406,47633.765,47642.812,200
1b8e6513-ba52-4bc3-8b01-2b4715c9aee9,47642.812,47643.14,47652.343,200
a59e28e8-04ee-4bec-a041-5a27c763d0f1,47652.343,47652.671,47662.093,200
0989d781-58a7-4f49-aaeb-d8598b903878,47662.093,47662.421,47670.171,200
732b7fe0-1ff3-47e4-995a-3f0dd970fe1c,47576.125,47576.562,47585.515,200
834c72d6-973a-40eb-9584-03eb4872a3bc,47585.546,47585.875,47595.156,200
7d00a4fd-adbb-4248-8990-e5bc756a91ad,47595.187,47595.515,47604.859,200
069fd402-2934-448c-9864-4a711ff0d58d,47604.89,47605.328,47614.421,200
a1ba1355-e1bd-4bc5-ae92-e719b42f5d94,47614.437,47614.875,47624.359,200
acd5c3a0-1932-465b-9f05-871019ab4bf9,47624.375,47624.859,47634.125,200
0cfae6b3-0899-4ded-bad6-0fdeb8cb12ca,47634.14,47634.5,47643.75,200
85bacbee-322c-4d5e-984f-4d3381ab329d,47643.765,47644.218,47652.5,200
4586478c-30f4-4e8c-8c03-e22aeaf0f208,47652.515,47652.859,47662.25,200
b455e6ee-99b9-42bc-ae26-abb2afc45c03,47662.25,47662.562,47670.296,200
332a2aa0-54b3-42d9-8e71-1bcf8dc7e75d,47576.109,47576.562,47585.531,200
c99a840c-83a4-48fe-895b-a579336f6cb0,47585.546,47585.859,47595.156,200
94a37311-f3be-48a4-a97a-2b728e9c8d70,47595.187,47595.515,47604.859,200
49760c18-95db-4389-be66-721280ee54dd,47604.906,47605.328,47614.406,200
ead18c3b-bc38-43d2-bff1-386f36192fc1,47614.437,47614.875,47624.359,200
